web-scraper-order;web-scraper-start-url;Name;Name-href;CPU;GPU;Display;Storage;RAM;Weight;Price
1641795829-197;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-36/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 16GB DDR4;Weight: 1.65 kg (3.6 lbs);$639.00 #CommissionsEarned
1641795161-148;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-18/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 16GB DDR4;Weight: 1.65 kg (3.6 lbs);$639.00 #CommissionsEarned
1641795175-149;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-22/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 32GB DDR4;Weight: 1.65 kg (3.6 lbs);$749.00 #CommissionsEarned
1641795816-196;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-34/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 32GB DDR4;Weight: 1.65 kg (3.6 lbs);$749.00 #CommissionsEarned
1641795842-198;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-39/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 2000GB SSD;RAM: 32GB DDR4;Weight: 1.65 kg (3.6 lbs);$919.00 #CommissionsEarned
1641795204-150;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 1;https://laptopmedia.com/laptop-specs/acer-aspire-1-23/;CPU: Intel Celeron N4500;GPU: Intel UHD Graphics (Jasper Lake 16 EU);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 2000GB SSD;RAM: 32GB DDR4;Weight: 1.65 kg (3.6 lbs);$919.00 #CommissionsEarned
1641802664-716;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-382/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 512GB SSD;RAM: 8GB DDR4;Weight: 1.90 kg (4.2 lbs);$609.00 #CommissionsEarned
1641802286-687;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-493/;CPU: AMD Ryzen 5 3500U;GPU: AMD Radeon RX Vega 8 (Ryzen 2000/3000, 15W);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 512GB SSD;RAM: 8GB DDR4;Weight: 1.90 kg (4.2 lbs);$639.00 #CommissionsEarned
1641796000-210;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-489/;CPU: AMD Ryzen 5 3500U;GPU: AMD Radeon RX Vega 8 (Ryzen 2000/3000, 15W);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 12GB DDR4;Weight: 1.90 kg (4.2 lbs);$639.99 #CommissionsEarned
1641802132-675;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-379/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 512GB SSD;RAM: 12GB DDR4;Weight: 1.90 kg (4.2 lbs);$649.00 #CommissionsEarned
1641801593-634;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-124/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 20GB DDR4;Weight: 1.90 kg (4.2 lbs);$679.99 #CommissionsEarned
1641796012-211;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-491/;CPU: AMD Ryzen 5 3500U;GPU: AMD Radeon RX Vega 8 (Ryzen 2000/3000, 15W);Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 20GB DDR4;Weight: 1.90 kg (4.2 lbs);$699.99 #CommissionsEarned
1641801104-597;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-377/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 12GB DDR4;Weight: 1.90 kg (4.2 lbs);$719.00 #CommissionsEarned
1641800621-560;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-380/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 20GB DDR4;Weight: 1.90 kg (4.2 lbs);$759.00 #CommissionsEarned
1641798766-420;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-376/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, Full HD (1920 x 1080), TN;Storage: 1000GB SSD;RAM: 12GB DDR4;Weight: 1.90 kg (4.2 lbs);$899.00 #CommissionsEarned
1641798619-409;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-414/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 15.6, HD (1366 x 768), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 1.90 kg (4.2 lbs);$899.97 #CommissionsEarned
1641800217-530;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-397/;CPU: Intel Core i5-8250U;GPU: Intel UHD Graphics 620;Display: 15.6, HD (1366 x 768), TN;Storage: 1000GB HDD;RAM: 4GB DDR4;Weight: 2.10 kg (4.6 lbs);$791.78 #CommissionsEarned
1641815263-1129;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-425/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 2000GB SSD;RAM: 20GB DDR4;Weight: 2.70 kg (6 lbs);$1049.00 #CommissionsEarned
1641815173-1115;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-216/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, Full HD (1920 x 1080), IPS;Storage: 2000GB SSD;RAM: 20GB DDR4;Weight: 2.70 kg (6 lbs);$1049.00 #CommissionsEarned
1641807906-28;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-307/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, Full HD (1920 x 1080), IPS;Storage: 1000GB SSD + 1000GB HDD;RAM: 20GB DDR4;Weight: 2.70 kg (6 lbs);$1049.00 #CommissionsEarned
1641814752-1052;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-401/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 2000GB SSD;RAM: 20GB DDR4;Weight: 2.70 kg (6 lbs);$1099.00 #CommissionsEarned
1641814713-1046;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-293/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB SSD;RAM: 32GB DDR4;Weight: 2.70 kg (6 lbs);$1099.00 #CommissionsEarned
1641814387-998;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-498/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 2000GB SSD;RAM: 36GB DDR4;Weight: 2.70 kg (6 lbs);$1129.00 #CommissionsEarned
1641814375-996;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-217/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, Full HD (1920 x 1080), IPS;Storage: 2000GB SSD;RAM: 40GB DDR4;Weight: 2.70 kg (6 lbs);$1129.00 #CommissionsEarned
1641814258-978;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-222/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 2000GB SSD;RAM: 40GB DDR4;Weight: 2.70 kg (6 lbs);$1139.00 #CommissionsEarned
1641808293-82;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=1000&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-402/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 2000GB SSD;RAM: 36GB DDR4;Weight: 2.70 kg (6 lbs);$1199.00 #CommissionsEarned
1641794926-130;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-300/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$609.99 #CommissionsEarned
1641802558-708;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-242/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 128GB SSD + 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$619.00 #CommissionsEarned
1641802570-709;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-305/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$619.00 #CommissionsEarned
1641802544-707;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-223/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$619.00 #CommissionsEarned
1641802583-710;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-385/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$619.00 #CommissionsEarned
1641802349-692;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-241/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$629.99 #CommissionsEarned
1641802336-691;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-232/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 128GB SSD + 1000GB HDD;RAM: 20GB DDR4;Weight: 2.70 kg (6 lbs);$629.99 #CommissionsEarned
1641802273-686;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-301/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, Full HD (1920 x 1080), IPS;Storage: 512GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$639.00 #CommissionsEarned
1641795149-147;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-361/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$639.99 #CommissionsEarned
1641802104-673;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-336/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$649.00 #CommissionsEarned
1641802118-674;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-337/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 12GB DDR4;Weight: 2.70 kg (6 lbs);$649.00 #CommissionsEarned
1641802027-667;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-239/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 128GB SSD + 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$649.99 #CommissionsEarned
1641801831-652;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-296/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$659.99 #CommissionsEarned
1641794849-124;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-251/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 128GB SSD + 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$659.99 #CommissionsEarned
1641795635-182;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-407/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$669.00 #CommissionsEarned
1641801713-643;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-238/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 12GB DDR4;Weight: 2.70 kg (6 lbs);$669.99 #CommissionsEarned
1641796089-217;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-494/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 12GB DDR4;Weight: 2.70 kg (6 lbs);$669.99 #CommissionsEarned
1641795751-191;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-413/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 12GB DDR4;Weight: 2.70 kg (6 lbs);$679.99 #CommissionsEarned
1641794679-111;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-285/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$679.99 #CommissionsEarned
1641801515-628;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-362/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics;Display: 17.3, HD+ (1600 x 900), TN;Storage: 256GB SSD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$689.99 #CommissionsEarned
1641801502-627;https://laptopmedia.com/specs/?q=&hPP=20&idx=laptops&p=0&dFR%5Bbrand%5D%5B0%5D=Acer&nR%5Bprice%5D%5B%3C%3D%5D%5B0%5D=1000&nR%5Bprice%5D%5B%3E%3D%5D%5B0%5D=600&is_v=1;Acer Aspire 3;https://laptopmedia.com/laptop-specs/acer-aspire-3-299/;CPU: Intel Core i5-1035G1;GPU: Intel UHD Graphics G1;Display: 17.3, HD+ (1600 x 900), TN;Storage: 512GB SSD + 1000GB HDD;RAM: 8GB DDR4;Weight: 2.70 kg (6 lbs);$689.99 #CommissionsEarned
