Laptop_Brand,CPU_Brand,CPU_Sub_Series,RAM,Screen_Size,Resolution,Panel_Type,Touchscreen,GPU_Brand,SSD,HDD,Weight,Price
Asus,AMD,Ryzen_7,36,17.3,1600 x 900,TN,0,AMD,2000,0,2.3,1299.0
Asus,AMD,Ryzen_7,36,17.3,1600 x 900,TN,0,AMD,4000,0,2.3,1914.77
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,256,0,2.2,899.99
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.2,929.11
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,256,0,2.2,799.0
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,1000,1000,2.2,689.0
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,2000,1000,2.2,879.0
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.1,989.99
Asus,AMD,Ryzen_7,8,17.3,1920 x 1080,IPS,0,NVIDIA,512,0,2.6,899.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.2,1036.75
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,1000,2.2,949.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.1,1139.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.1,1199.99
Asus,AMD,Ryzen_7,16,17.3,1920 x 1080,IPS,0,NVIDIA,512,0,2.6,2555.82
Asus,AMD,Ryzen_7,16,17.3,1920 x 1080,IPS,0,NVIDIA,512,2000,2.6,2299.0
Asus,AMD,Ryzen_7,16,17.3,1920 x 1080,IPS,0,NVIDIA,1000,1000,2.6,2688.0
Asus,AMD,Ryzen_7,16,17.3,1920 x 1080,IPS,0,NVIDIA,1000,2000,2.6,2719.0
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.2,2397.99
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.1,1219.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,2000,2.2,1449.62
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,1000,2.2,1799.0
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,1000,0,2.6,2749.0
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,1000,2000,2.6,2583.99
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,2000,0,2.6,2599.0
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,2000,1000,2.6,2799.0
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,2000,2000,2.6,2799.0
Asus,AMD,Ryzen_7,8,14.0,1920 x 1080,IPS,1,AMD,512,0,1.5,695.99
Asus,AMD,Ryzen_7,8,14.0,1920 x 1080,IPS,1,AMD,1000,0,1.5,1199.95
Asus,AMD,Ryzen_7,8,14.0,1920 x 1080,IPS,1,AMD,2000,0,1.5,1379.95
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,AMD,1000,0,1.8,1349.99
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,AMD,2000,0,1.8,1499.99
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,TN,0,AMD,1000,0,1.8,889.99
Asus,AMD,Ryzen_7,12,14.0,1920 x 1080,IPS,1,AMD,512,0,1.5,1199.95
Asus,AMD,Ryzen_7,12,14.0,1920 x 1080,IPS,1,AMD,1000,0,1.5,1229.95
Asus,AMD,Ryzen_7,12,14.0,1920 x 1080,IPS,1,AMD,2000,0,1.5,1429.95
Asus,AMD,Ryzen_7,12,15.6,1920 x 1080,IPS,0,AMD,1000,0,1.8,1349.99
Asus,AMD,Ryzen_7,12,15.6,1920 x 1080,IPS,0,AMD,2000,0,1.8,1549.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,AMD,1000,0,1.8,1349.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,AMD,2000,0,1.8,1599.99
Asus,AMD,Ryzen_7,20,14.0,1920 x 1080,IPS,1,AMD,512,0,1.5,1249.95
Asus,AMD,Ryzen_7,20,14.0,1920 x 1080,IPS,1,AMD,1000,0,1.5,1299.95
Asus,AMD,Ryzen_7,20,14.0,1920 x 1080,IPS,1,AMD,2000,0,1.5,1529.95
Asus,AMD,Ryzen_7,20,14.0,1920 x 1080,IPS,1,AMD,4000,0,1.5,1929.95
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,IPS,0,AMD,1000,0,1.8,1449.99
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,IPS,0,AMD,2000,0,1.8,1699.99
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,IPS,0,AMD,4000,0,1.8,2099.99
Asus,AMD,Ryzen_7,24,15.6,1920 x 1080,TN,0,AMD,1000,0,1.8,815.99
Asus,AMD,Ryzen_7,36,14.0,1920 x 1080,IPS,1,AMD,512,0,1.5,1299.95
Asus,AMD,Ryzen_7,36,14.0,1920 x 1080,IPS,1,AMD,1000,0,1.5,1429.95
Asus,AMD,Ryzen_7,36,14.0,1920 x 1080,IPS,1,AMD,2000,0,1.5,1729.95
Asus,AMD,Ryzen_7,36,14.0,1920 x 1080,IPS,1,AMD,4000,0,1.5,2129.95
Asus,AMD,Ryzen_7,40,15.6,1920 x 1080,IPS,0,AMD,1000,0,1.8,1649.99
Asus,AMD,Ryzen_7,40,15.6,1920 x 1080,IPS,0,AMD,2000,0,1.8,1849.99
Asus,AMD,Ryzen_7,40,15.6,1920 x 1080,IPS,0,AMD,4000,0,1.8,2249.99
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1199.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1529.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1132.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,1000,2.3,1329.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1183.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,1338.0
Asus,AMD,Ryzen_7,16,17.3,1920 x 1080,IPS,0,NVIDIA,512,1000,2.6,1053.57
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,1441.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1122.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1286.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,1399.0
Asus,AMD,Ryzen_7,32,17.3,1920 x 1080,IPS,0,NVIDIA,1000,0,2.6,2499.0
Asus,AMD,Ryzen_7,64,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1338.0
Asus,AMD,Ryzen_7,64,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,1647.0
Asus,AMD,Ryzen_7,64,17.3,1920 x 1080,IPS,0,NVIDIA,1000,0,2.6,2899.0
Asus,AMD,Ryzen_7,8,13.3,1920 x 1080,OLED,0,AMD,512,0,1.14,829.99
Asus,AMD,Ryzen_7,8,14.0,1920 x 1080,IPS,1,AMD,512,0,1.5,996.0
Asus,AMD,Ryzen_7,8,15.6,1920 x 1080,TN,0,AMD,512,0,1.8,629.99
Asus,AMD,Ryzen_7,16,14.0,1920 x 1080,IPS,0,AMD,512,0,1.13,1162.66
Asus,AMD,Ryzen_7,16,14.0,1920 x 1080,IPS,0,AMD,1000,0,1.13,1169.0
Asus,AMD,Ryzen_7,16,14.0,1920 x 1080,IPS,0,AMD,512,0,1.13,1399.0
Asus,AMD,Ryzen_7,16,14.0,1920 x 1080,IPS,0,AMD,1000,0,1.13,1099.99
Asus,AMD,Ryzen_7,16,14.0,1920 x 1080,IPS,0,AMD,2000,0,1.13,1549.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1299.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.48,2799.99
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2329.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2699.0
Asus,AMD,Ryzen_7,16,15.6,1920 x 1080,OLED,0,NVIDIA,512,0,1.65,1099.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2679.0
Asus,AMD,Ryzen_7,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2849.0
Asus,AMD,Ryzen_7,64,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2899.0
Asus,AMD,Ryzen_9,8,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,1809.0
Asus,AMD,Ryzen_9,8,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2269.0
Asus,AMD,Ryzen_9,8,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2519.0
Asus,AMD,Ryzen_9,16,13.4,1920 x 1200,IPS,1,NVIDIA,1000,0,1.3,1499.99
Asus,AMD,Ryzen_9,16,13.4,1920 x 1200,IPS,1,NVIDIA,2000,0,1.3,2249.0
Asus,AMD,Ryzen_9,16,14.0,2560 x 1440,IPS,0,NVIDIA,1000,0,1.6,1589.99
Asus,AMD,Ryzen_9,16,14.0,2560 x 1440,IPS,0,NVIDIA,2000,0,1.6,1779.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,1769.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,1854.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,4000,0,1.9,2869.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,2149.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,1750.0
Asus,AMD,Ryzen_9,16,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2149.0
Asus,AMD,Ryzen_9,24,14.0,2560 x 1440,IPS,0,NVIDIA,1000,0,1.6,1697.9
Asus,AMD,Ryzen_9,24,14.0,2560 x 1440,IPS,0,NVIDIA,2000,0,1.6,2239.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,1839.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2054.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2589.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,4000,0,1.9,2879.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,2999.0
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2069.99
Asus,AMD,Ryzen_9,24,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2249.0
Asus,AMD,Ryzen_9,32,14.0,2560 x 1440,IPS,0,NVIDIA,1000,0,1.6,1649.0
Asus,AMD,Ryzen_9,32,14.0,2560 x 1440,IPS,0,NVIDIA,2000,0,1.6,1829.0
Asus,AMD,Ryzen_9,32,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2649.99
Asus,AMD,Ryzen_9,32,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2749.99
Asus,AMD,Ryzen_9,40,14.0,2560 x 1440,IPS,0,NVIDIA,1000,0,1.6,1759.9
Asus,AMD,Ryzen_9,40,14.0,2560 x 1440,IPS,0,NVIDIA,2000,0,1.6,2329.0
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,2049.0
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2004.0
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2129.0
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,512,0,1.9,2429.0
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,1000,0,1.9,2099.99
Asus,AMD,Ryzen_9,40,15.6,2560 x 1440,IPS,0,NVIDIA,2000,0,1.9,2319.88
Asus,AMD,Ryzen_9,64,14.0,2560 x 1440,IPS,0,NVIDIA,1000,0,1.6,1749.0
Asus,AMD,Ryzen_9,64,14.0,2560 x 1440,IPS,0,NVIDIA,2000,0,1.6,1929.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,AMD,512,0,2.3,1599.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,AMD,1000,0,2.3,1964.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,AMD,2000,0,2.3,2089.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,AMD,4000,0,2.3,2909.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1499.99
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1799.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2349.0
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2320.63
Asus,AMD,Ryzen_9,16,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2574.0
Asus,AMD,Ryzen_9,16,17.3,1920 x 1080,IPS,0,NVIDIA,1000,0,2.7,2039.99
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,AMD,512,0,2.3,1959.0
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,AMD,1000,0,2.3,2099.9
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,AMD,2000,0,2.3,2249.99
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1874.0
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2069.9
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2219.9
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2749.0
Asus,AMD,Ryzen_9,32,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2624.99
Asus,AMD,Ryzen_9,32,16.0,3840 x 2400,OLED,0,NVIDIA,1000,0,1.95,1649.99
Asus,AMD,Ryzen_9,48,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2279.0
Asus,AMD,Ryzen_9,48,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2449.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,AMD,512,0,2.3,2249.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,AMD,1000,0,2.3,2204.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,AMD,2000,0,2.3,2369.9
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,AMD,4000,0,2.3,2559.99
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2034.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2299.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2389.9
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,4000,0,2.3,2629.9
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,2699.0
Asus,AMD,Ryzen_9,64,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,2849.99
Asus,Intel,Core_i3,4,14.0,1920 x 1080,IPS,0,Intel,512,0,1.4,879.0
Asus,Intel,Core_i3,4,14.0,1920 x 1080,IPS,0,Intel,2000,0,1.4,649.0
Asus,Intel,Core_i3,4,14.0,1920 x 1080,TN,0,Intel,128,0,1.4,619.0
Asus,Intel,Core_i3,4,14.0,1920 x 1080,TN,0,Intel,256,0,1.4,649.0
Asus,Intel,Core_i3,4,14.0,1920 x 1080,TN,0,Intel,512,0,1.4,699.0
Asus,Intel,Core_i3,4,14.0,1920 x 1080,TN,0,Intel,1000,0,1.4,799.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,IPS,0,Intel,1000,0,1.8,629.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,128,0,1.75,679.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,128,1000,1.75,619.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,256,0,1.75,619.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,256,1000,1.75,689.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,256,2000,1.75,739.99
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,619.0
Asus,Intel,Core_i3,8,15.6,1920 x 1080,TN,0,Intel,512,1000,1.75,759.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,IPS,0,Intel,256,0,1.75,629.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,IPS,0,Intel,512,0,1.75,649.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,IPS,0,Intel,1000,0,1.75,638.99
Asus,Intel,Core_i3,12,15.6,1920 x 1080,IPS,0,Intel,1000,0,1.8,609.9
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,256,0,1.75,619.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,256,0,1.8,629.99
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,256,1000,1.75,689.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,609.0
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,512,1000,1.75,749.99
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,1000,0,1.75,649.99
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,1000,0,1.8,624.9
Asus,Intel,Core_i3,12,15.6,1920 x 1080,TN,0,Intel,1000,2000,1.75,949.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,256,0,1.75,619.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,512,0,1.75,789.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,512,0,1.8,619.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,1000,0,1.8,669.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,629.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,512,1000,1.75,639.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,512,2000,1.75,819.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,1000,0,1.75,639.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,1000,0,1.8,629.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,1000,2000,1.75,969.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,2000,0,1.75,849.0
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,128,0,1.75,659.0
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,256,0,1.75,689.0
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,739.0
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,1000,0,1.75,799.0
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,1000,0,1.8,699.99
Asus,Intel,Core_i3,36,15.6,1920 x 1080,TN,0,Intel,2000,0,1.75,949.0
Asus,Intel,Core_i3,8,14.0,1920 x 1080,IPS,0,Intel,128,0,1.5,632.12
Asus,Intel,Core_i3,8,17.3,1920 x 1080,IPS,0,Intel,256,0,2.3,659.0
Asus,Intel,Core_i3,8,17.3,1920 x 1080,TN,0,Intel,512,0,2.3,689.0
Asus,Intel,Core_i3,12,17.3,1920 x 1080,TN,0,Intel,512,0,2.3,719.0
Asus,Intel,Core_i3,20,14.0,1920 x 1080,IPS,0,Intel,1000,1000,1.55,629.99
Asus,Intel,Core_i3,20,14.0,1920 x 1080,TN,0,Intel,1000,0,1.55,649.9
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,256,0,1.8,621.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,IPS,0,Intel,1000,0,1.8,702.99
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,512,0,1.8,629.0
Asus,Intel,Core_i3,20,15.6,1920 x 1080,TN,0,Intel,1000,0,1.8,679.0
Asus,Intel,Core_i5,8,14.0,1920 x 1080,IPS,0,Intel,512,0,1.4,959.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,Intel,512,0,1.8,948.88
Asus,Intel,Core_i5,8,15.6,1920 x 1080,TN,0,Intel,512,0,1.8,849.99
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,899.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,1000,2.3,949.99
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,969.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,256,0,2.3,779.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,846.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1049.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,NVIDIA,512,0,2.6,979.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,NVIDIA,512,0,2.6,849.99
Asus,Intel,Core_i5,12,15.6,1920 x 1080,IPS,0,NVIDIA,256,1000,2.3,993.99
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,959.0
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,979.99
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,1000,2.3,1069.99
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,0,2.3,1023.0
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,512,1000,2.3,964.0
Asus,Intel,Core_i5,16,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,968.0
Asus,Intel,Core_i5,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1089.99
Asus,Intel,Core_i5,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,1000,2.3,1149.99
Asus,Intel,Core_i5,32,15.6,1920 x 1080,IPS,0,NVIDIA,1000,0,2.3,1159.0
Asus,Intel,Core_i5,32,17.3,1920 x 1080,IPS,0,NVIDIA,1000,0,2.6,1259.0
Asus,Intel,Core_i5,64,15.6,1920 x 1080,IPS,0,NVIDIA,2000,0,2.3,930.99
Asus,Intel,Core_i5,8,13.3,1920 x 1080,IPS,0,Intel,256,0,1.07,856.4
Asus,Intel,Core_i5,8,13.3,1920 x 1080,IPS,1,Intel,512,0,1.3,933.99
Asus,Intel,Core_i5,8,15.6,1920 x 1080,TN,0,Intel,256,0,1.75,619.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,TN,0,Intel,256,1000,1.75,719.0
Asus,Intel,Core_i5,8,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,599.99
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,512,0,2.3,789.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,1000,0,2.3,859.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,128,1000,2.3,687.99
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,256,0,2.3,753.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,256,1000,2.3,759.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,512,0,2.3,809.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,512,1000,2.3,819.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,IPS,0,Intel,1000,1000,2.3,909.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,TN,0,Intel,128,1000,2.3,637.5
Asus,Intel,Core_i5,8,17.3,1920 x 1080,TN,0,Intel,128,1000,2.3,779.0
Asus,Intel,Core_i5,8,17.3,1920 x 1080,TN,0,Intel,512,0,2.3,819.0
Asus,Intel,Core_i5,12,15.6,1920 x 1080,IPS,0,Intel,512,0,1.75,698.88
Asus,Intel,Core_i5,12,15.6,1920 x 1080,TN,0,Intel,256,0,1.75,679.87
Asus,Intel,Core_i5,12,15.6,1920 x 1080,TN,0,Intel,256,1000,1.75,769.0
Asus,Intel,Core_i5,12,15.6,1920 x 1080,TN,0,Intel,512,0,1.75,679.0
Asus,Intel,Core_i5,12,15.6,1920 x 1080,TN,0,Intel,512,1000,1.75,859.0
Asus,Intel,Core_i5,12,17.3,1600 x 900,TN,0,Intel,1000,0,2.3,679.95
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,256,0,2.3,789.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,512,0,2.3,829.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,1000,0,2.3,879.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,128,1000,2.3,769.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,256,1000,2.3,839.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,512,1000,2.3,849.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,IPS,0,Intel,1000,1000,2.3,939.0
Asus,Intel,Core_i5,12,17.3,1920 x 1080,TN,0,Intel,512,1000,2.3,799.98
Asus,Intel,Core_i5,12,17.3,1920 x 1080,TN,0,Intel,128,1000,2.3,699.98
